FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Width,Height,WidthToHeightRatio,WordCount,SymbolCount,SameyCount,BottomLineDistance,TopLineDistance,ImageIndex,Label
0,0,830,179,176,335,40.45454545454545,445,69,6.449275362318841,2,11,0,899,335,0,Garbage
10,0,1157,161,171,62,9.95744680851064,468,15,31.2,5,47,1,1172,-22,10,Garbage
10,1,1157,724,53,58,11.5,23,19,1.2105263157894737,1,2,1,1176,-26,10,Garbage
10,2,834,53,48,122,11.511744966442953,699,278,2.514388489208633,82,596,0,1112,38,10,Paragraph
10,3,545,52,55,410,11.664395229982963,693,279,2.4838709677419355,83,587,0,824,326,10,Paragraph
10,4,516,55,644,701,11.22222222222222,101,17,5.941176470588236,1,9,0,533,617,10,Paragraph
10,5,486,95,51,729,12.339622641509434,654,19,34.421052631578945,8,53,0,505,645,10,Paragraph
10,6,81,54,52,757,11.427046263345195,694,396,1.7525252525252526,121,843,0,477,673,10,Paragraph
100,0,1156,153,148,61,10.183673469387756,499,17,29.352941176470587,6,49,1,1173,-22,100,Garbage
100,1,1157,711,53,59,12.0,36,18,2.0,1,3,1,1175,-24,100,Garbage
100,2,894,52,52,120,11.645569620253164,696,220,3.163636363636364,65,474,0,1114,37,100,Paragraph
100,3,547,53,51,353,11.622535211267603,696,334,2.0838323353293413,97,710,0,881,270,100,Paragraph
100,4,518,56,55,696,11.879310344827584,689,20,34.45,7,58,0,538,613,100,Paragraph
100,5,84,56,42,725,11.665132336018411,702,425,1.651764705882353,125,869,0,509,642,100,Paragraph
101,0,843,54,72,373,14.652173913043478,674,18,37.44444444444444,6,46,0,699,373,101,Paragraph
101,1,586,51,58,424,11.630901287553648,691,224,3.0848214285714284,63,466,0,648,424,101,Paragraph
101,2,558,53,262,661,11.547619047619047,485,15,32.333333333333336,4,42,0,411,661,101,Paragraph
101,3,325,47,53,688,11.591101694915254,700,221,3.167420814479638,63,472,0,384,688,101,Paragraph
101,4,297,54,513,921,11.65,233,16,14.5625,3,20,0,151,921,101,Paragraph
101,5,181,47,57,948,11.298755186721992,696,105,6.628571428571429,31,241,0,124,948,101,Paragraph
101,6,101,50,54,1088,10.622047244094489,696,45,15.466666666666669,16,127,0,-16,1088,101,Comment
101,7,78,53,121,1137,8.942857142857143,626,19,32.94736842105263,13,70,0,-65,1137,101,Comment
102,0,1149,197,194,70,9.975609756097562,409,15,27.266666666666666,5,41,1,1164,-22,102,Garbage
102,1,1150,715,50,67,11.666666666666666,35,17,2.0588235294117645,1,3,1,1167,-25,102,Garbage
102,2,1087,63,55,129,12.62962962962963,682,18,37.888888888888886,6,54,0,1105,37,102,Paragraph
102,3,508,55,48,160,11.74102564102564,697,566,1.2314487632508837,149,1170,0,1074,68,102,Paragraph
102,4,479,60,607,741,11.083333333333334,133,14,9.5,2,12,0,493,649,102,Image
