FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Width,Height,WidthToHeightRatio,WordCount,SymbolCount,SameyCount,BottomLineDistance,TopLineDistance,ImageIndex,Label
0,0,836,181,174,325,37.083333333333336,445,68,6.544117647058823,2,12,0,807,214,0,Garbage
10,0,1169,333,331,45,10.461538461538462,136,15,9.066666666666666,2,13,1,1184,-22,10,Garbage
10,1,1169,740,33,40,13.5,27,20,1.35,1,2,1,1189,-27,10,Garbage
10,2,1106,39,44,106,13.036363636363635,717,17,42.1764705882353,7,55,0,1123,39,10,Paragraph
10,3,1076,39,521,138,12.0,240,15,16.0,2,20,0,1091,71,10,Paragraph
10,4,681,37,32,165,11.94529262086514,731,383,1.908616187989556,119,786,0,1064,98,10,Paragraph
10,5,651,39,409,563,11.733333333333333,352,15,23.466666666666665,5,30,0,666,496,10,Paragraph
10,6,316,36,30,591,12.1791277258567,734,322,2.279503105590062,101,642,0,638,524,10,Paragraph
10,7,72,36,29,920,12.274193548387096,735,237,3.1012658227848102,71,434,0,309,853,10,Paragraph
10,8,42,78,40,1164,11.758620689655173,682,23,29.65217391304348,10,58,0,65,1097,10,Paragraph
100,0,1168,313,288,44,10.473684210526317,199,17,11.705882352941176,2,19,1,1185,-23,100,Garbage
100,1,1170,745,22,40,11.0,33,19,1.736842105263158,1,3,1,1189,-27,100,Garbage
100,2,772,44,22,103,12.036363636363635,734,354,2.073446327683616,115,715,0,1126,36,100,Paragraph
100,3,499,38,27,469,11.998154981549815,735,261,2.8160919540229883,85,542,0,760,402,100,Paragraph
100,4,468,80,38,741,12.867924528301886,682,20,34.1,6,53,0,488,674,100,Paragraph
100,5,41,28,30,774,12.240384615384617,742,414,1.792270531400966,134,832,0,455,707,100,Paragraph
101,0,1162,37,731,49,10.666666666666666,32,18,1.7777777777777777,1,3,1,1180,-27,101,Garbage
101,1,1160,285,273,49,11.0,242,20,12.1,2,22,1,1180,-27,101,Garbage
101,2,1066,39,33,112,12.68421052631579,728,51,14.27450980392157,17,95,0,1117,36,101,Paragraph
101,3,1036,79,32,173,13.0,689,20,34.45,9,53,0,1056,97,101,Paragraph
101,4,1005,39,572,205,12.6,189,19,9.947368421052632,1,15,0,1024,129,101,Paragraph
101,5,945,39,34,232,12.028571428571428,727,52,13.98076923076923,20,105,0,997,156,101,Paragraph
101,6,915,79,32,295,11.879310344827584,689,19,36.26315789473684,13,58,0,934,219,101,Paragraph
101,7,885,40,488,326,12.363636363636363,272,18,15.11111111111111,4,22,0,903,250,101,Paragraph
101,8,732,39,25,353,12.006666666666666,736,144,5.111111111111111,58,300,0,876,277,101,Paragraph
101,9,703,46,604,511,12.5,150,15,10.0,1,12,0,718,435,101,Paragraph
102,0,854,254,250,358,16.444444444444443,296,17,17.41176470588235,2,18,0,871,358,102,Title
102,1,780,68,80,404,15.0,652,45,14.488888888888887,8,60,0,825,404,102,Title
102,2,481,34,32,485,12.39885496183206,734,263,2.790874524714829,82,524,0,744,485,102,Paragraph
102,3,451,39,631,763,11.818181818181818,130,15,8.666666666666666,1,11,0,466,763,102,Paragraph
102,4,329,38,32,790,12.20673076923077,730,110,6.636363636363637,34,208,0,439,790,102,Paragraph
102,5,176,36,30,911,12.033444816053512,734,142,5.169014084507042,50,299,0,318,911,102,Paragraph
102,6,55,38,30,1063,11.846473029045644,732,111,6.594594594594595,42,241,0,166,1063,102,Paragraph
103,0,1167,43,721,43,12.0,36,19,1.894736842105263,1,3,1,1186,-26,103,Garbage
103,1,1167,291,267,45,11.0,242,17,14.235294117647058,2,22,1,1184,-24,103,Garbage
103,2,886,44,25,108,11.709677419354838,731,235,3.1106382978723404,81,496,0,1121,39,103,Paragraph
103,3,503,205,202,709,10.62162162162162,393,17,23.11764705882353,5,37,0,520,640,103,Image
103,4,477,317,322,737,10.0625,161,15,10.733333333333333,2,16,0,492,668,103,Image
103,5,379,37,35,801,12.48051948051948,728,49,14.857142857142858,14,77,0,428,732,103,Paragraph
103,6,196,31,38,862,11.781437125748504,731,171,4.274853801169591,56,334,0,367,793,103,Paragraph
103,7,135,31,38,1046,12.136752136752136,731,48,15.229166666666666,17,117,0,183,977,103,Paragraph
103,8,105,34,676,1108,11.25,90,16,5.625,1,8,0,121,1039,103,Paragraph
103,9,73,71,43,1136,11.827586206896552,686,20,34.3,9,58,0,93,1067,103,Paragraph
103,10,44,29,574,1168,13.133333333333333,197,17,11.588235294117649,2,15,0,61,1099,103,Paragraph
104,0,1162,314,296,51,10.555555555555555,190,16,11.875,2,18,1,1178,-23,104,Garbage
104,1,1163,741,24,47,11.666666666666666,35,19,1.8421052631578947,1,3,1,1182,-27,104,Garbage
104,2,946,45,25,111,12.15774647887324,730,172,4.244186046511628,61,355,0,1118,37,104,Paragraph
104,3,917,46,493,297,11.863636363636363,261,15,17.4,4,22,0,932,223,104,Paragraph
104,4,826,47,33,324,12.151515151515152,720,79,9.113924050632912,31,165,0,905,250,104,Paragraph
104,5,705,39,26,415,12.139830508474576,735,109,6.743119266055046,37,236,0,814,341,104,Paragraph
104,6,674,40,633,539,12.7,127,16,7.9375,2,10,0,690,465,104,Paragraph
104,7,432,37,30,567,12.09421841541756,733,230,3.1869565217391305,73,467,0,662,493,104,Paragraph
104,8,309,36,32,808,12.226415094339623,732,112,6.535714285714286,28,212,0,421,734,104,Paragraph
104,9,280,71,39,928,13.26923076923077,690,21,32.857142857142854,7,52,0,301,854,104,Paragraph
104,10,250,34,561,963,12.058823529411764,205,16,12.8125,2,17,0,266,889,104,Paragraph
105,0,837,248,239,374,17.38888888888889,313,18,17.38888888888889,2,18,0,855,374,105,Title
105,1,732,66,73,425,14.801587301587302,661,72,9.180555555555555,17,126,0,804,425,105,Title
105,2,593,37,32,525,12.56140350877193,731,111,6.585585585585585,32,228,0,704,525,105,Paragraph
105,3,41,32,26,648,12.150786308973172,742,540,1.374074074074074,165,1081,0,581,648,105,Paragraph
106,0,1169,309,306,43,10.27777777777778,185,17,10.882352941176473,2,18,1,1186,-22,106,Garbage
106,1,1172,731,33,38,12.0,36,19,1.894736842105263,1,3,1,1191,-27,106,Garbage
106,2,1013,37,35,105,12.210280373831775,728,111,6.558558558558558,34,214,0,1124,40,106,Paragraph
106,3,649,31,31,224,12.062586926286508,738,356,2.0730337078651684,108,719,0,1005,159,106,Paragraph
106,4,436,30,34,593,12.10843373493976,736,200,3.68,65,415,0,636,528,106,Paragraph
106,5,40,29,34,801,12.139354838709677,737,388,1.899484536082474,120,775,0,428,736,106,Paragraph
107,0,1169,32,736,42,10.666666666666666,32,18,1.7777777777777777,1,3,1,1187,-25,107,Garbage
107,1,1168,282,279,44,10.863636363636363,239,17,14.058823529411764,2,22,1,1185,-23,107,Garbage
107,2,771,29,33,106,12.041208791208792,738,352,2.096590909090909,109,728,0,1123,39,107,Paragraph
107,3,741,38,550,473,11.77777777777778,212,15,14.133333333333333,3,18,0,756,406,107,Paragraph
107,4,528,28,38,499,12.187951807228917,734,202,3.633663366336634,67,415,0,730,432,107,Paragraph
107,5,498,36,482,715,12.26086956521739,282,16,17.625,4,23,0,514,648,107,Paragraph
107,6,468,72,39,743,12.527272727272727,689,18,38.27777777777778,9,55,0,486,676,107,Paragraph
107,7,44,28,33,775,12.02937576499388,739,410,1.802439024390244,127,817,0,454,708,107,Paragraph
108,0,1169,303,305,45,10.666666666666666,192,15,12.8,2,18,1,1184,-21,108,Garbage
108,1,1170,727,36,38,12.333333333333334,37,21,1.761904761904762,1,3,1,1191,-28,108,Garbage
108,2,1106,71,39,103,12.321428571428571,690,20,34.5,9,56,0,1126,37,108,Paragraph
108,3,619,35,30,137,12.132706374085684,735,473,1.5539112050739958,145,957,0,1092,71,108,Paragraph
108,4,591,42,684,623,10.571428571428571,74,15,4.933333333333334,1,7,0,606,557,108,Paragraph
108,5,406,38,27,649,12.528901734104046,735,174,4.224137931034483,57,346,0,580,583,108,Paragraph
108,6,377,40,646,837,11.4,114,15,7.6,2,10,0,392,771,108,Paragraph
108,7,41,39,25,864,12.097412480974125,736,324,2.271604938271605,97,657,0,365,798,108,Paragraph
109,0,1170,34,733,40,11.0,33,19,1.736842105263158,1,3,1,1189,-25,109,Garbage
109,1,1171,282,276,41,11.0,242,17,14.235294117647058,2,22,1,1188,-24,109,Garbage
109,2,1103,39,71,105,11.89655172413793,690,21,32.857142857142854,8,58,0,1124,40,109,Paragraph
109,3,676,35,30,136,12.383863080684597,735,417,1.762589928057554,123,818,0,1093,71,109,Paragraph
109,4,647,41,676,566,11.857142857142858,83,16,5.1875,1,7,0,663,501,109,Paragraph
109,5,250,35,31,592,12.060025542784164,734,387,1.896640826873385,120,783,0,637,527,109,Paragraph
109,6,35,35,30,992,12.133333333333333,735,202,3.6386138613861383,70,420,0,237,927,109,Paragraph
11,0,1170,28,744,38,14.0,28,21,1.3333333333333333,1,2,1,1191,-28,11,Garbage
11,1,1170,280,280,41,10.909090909090908,240,18,13.333333333333334,2,22,1,1188,-25,11,Garbage
11,2,1044,32,39,104,12.007246376811594,729,81,9.0,20,138,0,1125,38,11,Paragraph
11,3,983,31,40,194,11.957627118644067,729,52,14.01923076923077,19,118,0,1035,128,11,Paragraph
11,4,953,36,566,259,12.375,198,17,11.647058823529411,2,16,0,970,193,11,Paragraph
11,5,771,32,39,287,12.039106145251395,729,171,4.2631578947368425,60,358,0,942,221,11,Paragraph
11,6,740,31,437,473,12.76923076923077,332,16,20.75,5,26,0,756,407,11,Paragraph
11,7,557,28,35,499,12.030470914127424,737,173,4.2601156069364166,53,361,0,730,433,11,Paragraph
11,8,135,30,38,686,12.133245382585752,732,408,1.7941176470588236,122,758,1,543,620,11,Paragraph
11,9,41,30,31,1076,12.615720524017467,739,112,6.598214285714286,33,229,1,153,1010,11,Paragraph
110,0,1188,309,302,26,10.5,189,15,12.6,2,18,1,1203,-21,110,Garbage
110,1,1189,733,34,21,11.0,33,19,1.736842105263158,1,3,1,1208,-26,110,Garbage
110,2,546,35,29,89,12.142737896494156,736,594,1.239057239057239,192,1198,0,1140,42,110,Paragraph
110,3,485,39,33,693,12.660869565217393,728,51,14.27450980392157,19,115,0,536,646,110,Paragraph
110,4,275,43,30,757,12.030952380952382,727,197,3.6903553299492384,60,420,0,472,710,110,Paragraph
110,5,123,39,25,967,13.012244897959183,736,139,5.294964028776978,37,245,0,262,920,110,Paragraph
110,6,61,46,29,1118,11.915966386554622,725,50,14.5,23,119,0,111,1071,110,Paragraph
